name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Sur Rune	1	100	61	0	61			26	1	0	1	5000		r29	r29	r29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Ber Rune	1	100	63	0	63			27	1	0	1	5000		r30	r30	r30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		1
Jah Rune	1	100	65	0	65			28	1	0	1	5000		r31	r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		1
Cham Rune	1	100	67	0	67			29	1	0	1	5000		r32	r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		1
Zod Rune	1	100	69	0	69			30	1	0	1	5000		r33	r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		1
Jewel	0	100	1	1	0			8	1	0	1	1000		jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Malah's Potion	0	100	0	0	0			999	0	0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Knowledge	0	100	0	0	0			0	1	0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Resistance	1	100	0	0	0			999	0	0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror	0	100	0	0	0			1	0	0	1	99999		pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate	0	100	0	0	0			1	0	0	1	99999		pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction	0	100	0	0	0			1	0	0	1	99999		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0	0			1	0	0	1	80		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0	0			1	0	0	1	80		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0	0			1	0	0	1	80		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0	0			1	1	0	1	99999		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255	1	2	1	2	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Twisted Essence of Suffering	0	100	0	0	0			1	0	0	1	10000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essense of Hatred	0	100	0	0	0			1	0	0	1	10000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0	0			1	0	0	1	10000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0	0			1	0	0	1	10000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard of Heroes	0	100	90	0	90			4	1	0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Small Charm2	0	100	1	0	0			4	1	0	1	1	1	cm4	rld	cm1	16	1	1	0	0	0	flpchm1	invchm	invchm	0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Small Charm_w	0	100	1	0	0			4	1	0	1	1	1	cm5	rld	cm1	16	1	1	0	0	0	flpchm1	invchm	invchm	0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Chipped Amethyst Stack	0	0	0	0	1			2	1	0	1	500		1cv	gcv	gcv	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Amethyst Stack	0	0	0	0	5			3	1	0	1	1500		1fv	gfv	gfv	16	1	1	0	0	0	flpgsv	invgsvb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amethyst Stack	0	0	0	0	12			4	1	0	1	5000		1sv	gsv	gsv	16	1	1	0	0	0	flpgsv	invgsvc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Amethyst Stack	0	0	0	0	15			5	1	0	1	15000		1zv	gzv	gzv	16	1	1	0	0	0	flpgsv	invgsvd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Amethyst Stack	0	0	0	0	18			6	1	0	1	30000		1pv	gpv	gpv	16	1	1	0	0	0	flpgsv	invgsve		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Topaz Stack	0	0	0	0	1			3	1	0	1	500		1cy	gcy	gcy	16	1	1	0	0	0	flpgsy	invgsya		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Topaz Stack	0	0	0	0	5			4	1	0	1	1500		1fy	gfy	gfy	16	1	1	0	0	0	flpgsy	invgsyb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Topaz Stack	0	0	0	0	12			5	1	0	1	5000		1sy	gsy	gsy	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Topaz Stack	0	0	0	0	15			6	1	0	1	15000		1ly	gly	gly	16	1	1	0	0	0	flpgsy	invgsyd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Topaz Stack	0	0	0	0	18			7	1	0	1	30000		1py	gpy	gpy	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Sapphire Stack	0	0	0	0	1			4	1	0	1	500		1cb	gcb	gcb	16	1	1	0	0	0	flpgsb	invgsba		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Sapphire Stack	0	0	0	0	5			5	1	0	1	1500		1fb	gfb	gfb	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sapphire Stack	0	0	0	0	12			6	1	0	1	5000		1sb	gsb	gsb	16	1	1	0	0	0	flpgsb	invgsbc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Sapphire Stack	0	0	0	0	15			7	1	0	1	15000		1lb	glb	glb	16	1	1	0	0	0	flpgsb	invgsbd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Sapphire Stack	0	0	0	0	18			8	1	0	1	30000		1pb	gpb	gpb	16	1	1	0	0	0	flpgsb	invgsbe		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Emerald Stack	0	0	0	0	1			5	1	0	1	500		1cg	gcg	gcg	16	1	1	0	0	0	flpgsg	invgsga		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Emerald Stack	0	0	0	0	5			6	1	0	1	1500		1fg	gfg	gfg	16	1	1	0	0	0	flpgsg	invgsgb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Emerald Stack	0	0	0	0	12			7	1	0	1	5000		1sg	gsg	gsg	16	1	1	0	0	0	flpgsg	invgsgc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Emerald Stack	0	0	0	0	15			8	1	0	1	15000		1lg	glg	glg	16	1	1	0	0	0	flpgsg	invgsgd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Emerald Stack	0	0	0	0	18			9	1	0	1	30000		1pg	gpg	gpg	16	1	1	0	0	0	flpgsg	invgsge		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Ruby Stack	0	0	0	0	1			6	1	0	1	500		1cr	gcr	gcr	16	1	1	0	0	0	flpgsr	invgsra		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Ruby Stack	0	0	0	0	5			7	1	0	1	1500		1fr	gfr	gfr	16	1	1	0	0	0	flpgsr	invgsrb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ruby Stack	0	0	0	0	12			8	1	0	1	5000		1sr	gsr	gsr	16	1	1	0	0	0	flpgsr	invgsrc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Ruby Stack	0	0	0	0	15			9	1	0	1	15000		1lr	glr	glr	16	1	1	0	0	0	flpgsr	invgsrd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Ruby Stack	0	0	0	0	18			10	1	0	1	30000		1pr	gpr	gpr	16	1	1	0	0	0	flpgsr	invgsre		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Diamond Stack	0	0	0	0	1			7	1	0	1	500		1cw	gcw	gcw	16	1	1	0	0	0	flpgsr	invgswa		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Diamond Stack	0	0	0	0	5			8	1	0	1	1500		1fw	gfw	gfw	16	1	1	0	0	0	flpgsr	invgswb		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diamond Stack	0	0	0	0	12			9	1	0	1	5000		1sw	gsw	gsw	16	1	1	0	0	0	flpgsr	invgswc		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Diamond Stack	0	0	0	0	15			10	1	0	1	15000		1lw	glw	glw	16	1	1	0	0	0	flpgsr	invgswd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Diamond Stack	0	0	0	0	18			11	1	0	1	30000		1pw	gpw	gpw	16	1	1	0	0	0	flpgsr	invgswe		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Skull Stack	0	0	0	0	1			8	1	0	1	1000		1kc	skc	skc	16	1	1	0	0	0	flpskl	invskc		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Skull Stack	0	0	0	0	5			9	1	0	1	3000		1kf	skf	skf	16	1	1	0	0	0	flpskl	invskf		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Skull Stack	0	0	0	0	12			10	1	0	1	10000		1ku	sku	sku	16	1	1	0	0	0	flpskl	invsku		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Skull Stack	0	0	0	0	15			11	1	0	1	30000		1kl	skl	skl	16	1	1	0	0	0	flpskl	invskl		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Skull Stack	0	0	0	0	18			12	1	0	1	100000		1kz	skz	skz	16	1	1	0	0	0	flpskl	invskz		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
El Rune Stack	0	100	11	0	11			1	1	0	1	5600		101	r01	r01	16	1	1	0	0	0	flprun	invrEl		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eld Rune Stack	0	100	11	0	11			1	1	0	1	5600		102	r02	r02	16	1	1	0	0	0	flprun	invrEld		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tir Rune Stack	0	100	13	0	13			2	1	0	1	12600		103	r03	r03	16	1	1	0	0	0	flprun	invrTir		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Nef Rune Stack	0	100	13	0	13			2	1	0	1	12600		104	r04	r04	16	1	1	0	0	0	flprun	invrNef		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eth Rune Stack	0	100	15	0	15			3	1	0	1	22400		105	r05	r05	16	1	1	0	0	0	flprun	invrEth		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ith Rune Stack	0	100	15	0	15			3	1	0	1	22400		106	r06	r06	16	1	1	0	0	0	flprun	invrIth		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tal Rune Stack	0	100	17	0	17			4	1	0	1	35000		107	r07	r07	16	1	1	0	0	0	flprun	invrTal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ral Rune Stack	0	100	19	0	19			5	1	0	1	50400		108	r08	r08	16	1	1	0	0	0	flprun	invrRal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ort Rune Stack	0	100	21	0	21			6	1	0	1	68600		109	r09	r09	16	1	1	0	0	0	flprun	invrOrt		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Thul Rune Stack	0	100	23	0	23			7	1	0	1	89600		110	r10	r10	16	1	1	0	0	0	flprun	invrThul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amn Rune Stack	0	100	25	0	25			8	1	0	1	113400		111	r11	r11	16	1	1	0	0	0	flprun	invrAmn		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sol Rune Stack	0	100	27	0	27			9	1	0	1	140000		112	r12	r12	16	1	1	0	0	0	flprun	invrSol		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shael Rune Stack	0	100	29	0	29			10	1	0	1	169400		113	r13	r13	16	1	1	0	0	0	flprun	invrShae		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dol Rune Stack	0	100	31	0	31			11	1	0	1	201600		114	r14	r14	16	1	1	0	0	0	flprun	invrDol		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
