Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 2 - Sewer 1 C	49	1	1			31	200	200	200	200	200	200	1500	1600	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	14	39	85	14	44	88	1020	1360	2040	0	1	25	25	25	25	1	0	25	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	clawviper6	sandmaggot5	skmage_pois6	skmage_ltng5	slinger3				skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	clawviper6	sandmaggot5	skmage_pois6	skmage_ltng5	slinger3			skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	clawviper6	sandmaggot5	skmage_pois6	skmage_ltng5	slinger3			rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 3	To The Sewers Level 3	EnteringTheSewersLevel3	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0
Act 2 - Harem	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	25	50				0	0	0			25	25	25	25	0	0																																																																														rat	bat	scorpion		30	30	20						8	16	255	Harem Level 1	To The Harem Level 1	EnteringTheHaremLevel1	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	85	13	47	88	3300	4400	6600			25	25	25	25	1	0	25	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	slinger7	sandleaper3	skmage_cold4	clawviper7	scarab6				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	slinger7	sandleaper3	skmage_cold4	clawviper7	scarab6			sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	slinger7	sandleaper3	skmage_cold4	clawviper7	scarab6			rat	bat	scorpion		30	30	20						8	17	255	Harem Level 2	To The Harem Level 2	EnteringTheHaremLevel2	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0
Act 2 - Basement 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1319	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	51	51	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	85	13	47	88	3300	4400	6600	0	1	25	25	25	25	1	1	25	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper3	scarab2	scarab3	skmage_pois4	slinger8	sandleaper4	skmage_fire4	clawviper8	scarab7				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper3	scarab2	scarab3	skmage_pois4	slinger8	sandleaper4	skmage_fire4	clawviper8	scarab7			sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper3	scarab2	scarab3	skmage_pois4	slinger8	sandleaper4	skmage_fire4	clawviper8	scarab7			rat	bat	scorpion		30	30	20						60	18	15	Palace Cellar Level 1	To The Palace Cellar Level 1	EnteringThePalaceCellarLevel1	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Basement 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1519	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	13	38	85	13	47	88	3300	4400	6600	0	1	25	25	25	25	1	1	25	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	slinger9	sandleaper5	skmage_ltng4	clawviper9	baboon7				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	slinger9	sandleaper5	skmage_ltng4	clawviper9	baboon7			sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	slinger9	sandleaper5	skmage_ltng4	clawviper9	baboon7			rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	EnteringThePalaceCellarLevel2	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Basement 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1719	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	13	38	85	13	48	88	3300	4400	6600	0	1	25	25	25	25	1	1	25	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	wraith4	scarab4	mummy4	unraveler3	sandleaper1	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	cr_archer6	swarm2	maggotegg1	maggotqueen1	baboon8				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	wraith4	scarab4	mummy4	unraveler3	sandleaper1	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	cr_archer6	swarm2	maggotegg1	maggotqueen1	baboon8			sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	wraith4	scarab4	mummy4	unraveler3	sandleaper1	sandleaper3	blunderbore2	sandmaggot1	sandmaggot2	clawviper2	scarab2	scarab3	sandraider3	cr_archer6	swarm2	maggotegg1	maggotqueen1	baboon8			rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	EnteringThePalaceCellarLevel3	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0
Act 2 - Tomb 1 A	55	1	1			37	200	200	200	200	200	200	3000	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	85	12	44	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	wraith4	scarab4	mummy4	unraveler3	sandleaper2	sandleaper3	baboon1	baboon3	cr_archer7	swarm3	maggotegg2	maggotqueen2	pantherwoman5									skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	wraith4	scarab4	mummy4	unraveler3	sandleaper2	sandleaper3	baboon1	baboon3	cr_archer7	swarm3	maggotegg2	maggotqueen2	pantherwoman5								skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	wraith4	scarab4	mummy4	unraveler3	sandleaper2	sandleaper3	baboon1	baboon3	cr_archer7	swarm3	maggotegg2	maggotqueen2	pantherwoman5								rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	EnteringTheStonyTombLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 2 A	56	1	1			38	200	200	200	200	200	200	3000	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	85	12	44	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	baboon4	cr_lancer6	clawviper6	maggotegg3	maggotqueen3	pantherwoman6									mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	baboon4	cr_lancer6	clawviper6	maggotegg3	maggotqueen3	pantherwoman6								mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	baboon4	cr_lancer6	clawviper6	maggotegg3	maggotqueen3	pantherwoman6								rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	EnteringTheHallsOfTheDeadLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 2 B	57	1	1			39	200	200	200	200	200	200	3000	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	85	13	45	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	cr_lancer7	clawviper7	maggotegg4	maggotqueen4	sandleaper6	scarab8									mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	cr_lancer7	clawviper7	maggotegg4	maggotqueen4	sandleaper6	scarab8								mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	scarab4	mummy4	unraveler3	unraveler3	sandleaper3	baboon1	cr_lancer7	clawviper7	maggotegg4	maggotqueen4	sandleaper6	scarab8								rat	bat	scorpion		30	30	20						60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	EnteringTheHallsOfTheDeadLevel2	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 3 A	58	1	1			40	200	200	200	200	200	200	3000	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	85	14	47	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	cr_lancer8	clawviper8	maggotegg5	maggotqueen5	sandleaper7	scarab8									clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	cr_lancer8	clawviper8	maggotegg5	maggotqueen5	sandleaper7	scarab8								clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	cr_lancer8	clawviper8	maggotegg5	maggotqueen5	sandleaper7	scarab8								rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	EnteringTheClawViperTempleLevel1	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0
Act 2 - Tomb 1 Treasure	59	1	1			41	200	200	200	200	200	200	3000	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	85	12	44	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman5	clawviper9	baboon7	scarab6	sandraider8						skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman5	clawviper9	baboon7	scarab6	sandraider8					skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman5	clawviper9	baboon7	scarab6	sandraider8					rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	EnteringTheStonyTombLevel2	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0
Act 2 - Tomb 2 Treasure	60	1	1			42	200	200	200	200	200	200	3000	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	85	13	45	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith3	goatman4	vampire1	sandraider3	sandraider3	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman6	clawviper10	baboon8	scarab7	sandraider9						mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith3	goatman4	vampire1	sandraider3	sandraider3	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman6	clawviper10	baboon8	scarab7	sandraider9					mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith3	goatman4	vampire1	sandraider3	sandraider3	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	pantherwoman6	clawviper10	baboon8	scarab7	sandraider9					rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	EnteringTheHallsOfTheDeadLevel3	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0
Act 2 - Tomb 3 Treasure	61	1	1			43	200	200	200	200	200	200	3000	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	58	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	85	14	47	88	3300	4400	6600	0	1	25	25	25	25	1	0	25	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	sandleaper6	sandraider6	scarab6	blunderbore4	sandraider10						clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	sandleaper6	sandraider6	scarab6	blunderbore4	sandraider10					clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	sandleaper6	sandraider6	scarab6	blunderbore4	sandraider10					rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	EnteringTheClawViperTempleLevel2	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0
Act 2 - Lair 1 A	62	1	1			44	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	63	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	45	88	1485	1980	2970	0	2	25	25	25	25	1	0	25	sandmaggot1	sandmaggot2	sandleaper7	scarab2	scarab3	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	swarm2	sandraider7	scarab7	maggotegg1	skmage_cold4						sandmaggot1	sandmaggot2	sandleaper7	scarab2	scarab3	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	swarm2	sandraider7	scarab7	maggotegg1	skmage_cold4					sandmaggot1	sandmaggot2	sandleaper7	scarab2	scarab3	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	mummy2	unraveler1	unraveler1	batdemon1	slinger2	wraith4	swarm2	sandraider7	scarab7	maggotegg1	skmage_cold4					rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	EnteringTheMaggotLairLevel1	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0
Act 2 - Lair 1 B	63	1	1			45	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	62	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	45	88	1485	1980	2970	0	2	25	25	25	25	1	0	25	sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	clawviper6	sandraider8	baboon7	maggotegg2	skmage_fire4						sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	clawviper6	sandraider8	baboon7	maggotegg2	skmage_fire4					sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	clawviper6	sandraider8	baboon7	maggotegg2	skmage_fire4					rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	EnteringTheMaggotLairLevel2	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0
Act 2 - Lair 1 Treasure	64	1	1			46	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	46	88	1485	1980	2970	0	2	25	25	25	25	1	0	25	sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	clawviper7	sandraider9	baboon8	maggotegg3	skmage_ltng4						sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	clawviper7	sandraider9	baboon8	maggotegg3	skmage_ltng4					sandmaggot1	sandmaggot2	batdemon1	scarab2	scarab3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	skeleton5	scarab1	skmage_pois3	wraith3	goatman4	vampire1	clawviper7	sandraider9	baboon8	maggotegg3	skmage_ltng4					rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 3	To The Maggot Lair Level 3	EnteringTheMaggotLairLevel3	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0
Act 2 - Sewer 2 A	65	1	1			47	200	200	200	200	200	200	4000	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	46	88	1020	1360	2040	0	2	25	25	25	25	1	0	25	zombie5	sandraider3	mummy3	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider3	baboon3	clawviper8	sandraider10	maggotqueen1	slinger8	scarab6	scarab8									zombie5	sandraider3	mummy3	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider3	baboon3	clawviper8	sandraider10	maggotqueen1	slinger8	scarab6	scarab8								zombie5	sandraider3	mummy3	skmage_ltng4	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider3	baboon3	clawviper8	sandraider10	maggotqueen1	slinger8	scarab6	scarab8								rat	bat	scorpion		30	100	20						8	15	255	Ancient Tunnels	To The Ancient Tunnels	EnteringTheAncientTunnels	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0
Act 2 - Tomb Tal 1	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	baboon4	clawviper9	vulture5	maggotqueen2	slinger9	scarab7	scarab8									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	baboon4	clawviper9	vulture5	maggotqueen2	slinger9	scarab7	scarab8								wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	baboon4	clawviper9	vulture5	maggotqueen2	slinger9	scarab7	scarab8								rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper10	slinger7	maggotqueen3	cr_archer6	baboon7										wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper10	slinger7	maggotqueen3	cr_archer6	baboon7									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper10	slinger7	maggotqueen3	cr_archer6	baboon7									rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	maggotegg4	slinger8	maggotqueen4	cr_archer7	baboon8										wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	maggotegg4	slinger8	maggotqueen4	cr_archer7	baboon8									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	maggotegg4	slinger8	maggotqueen4	cr_archer7	baboon8									rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
