name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Shimmering	100	1	1	17	50	12				2	116	res-all		5	5									lpur	mcha												0	0
Shimmering	100	1	1	34		26				2	116	res-all		8	8									lpur	mcha												0	0
Shimmering	100	1	1	33		25				2	116	res-all		5	5									lpur	scha												0	0
Shimmering	100	1	1	6	30	4				10	116	res-all		7	7									lpur	shld												0	0
Rainbow	100	1	1	18	50	13				10	116	res-all		11	11									lpur	shld												0	0
Scintillating	100	1	1	28	70	21				10	116	res-all		15	15									lpur	shld												0	0
Prismatic	100	1	1	39		31				8	116	res-all		20	20									lpur	shld												0	0
Chromatic	100	1	1	50		42				8	116	res-all		30	30									lpur	shld												0	0
Shimmering	100	1	1	8	30	6				10	116	res-all		7	7									lpur	amul	circ											0	0
Rainbow	100	1	1	21	60	15				10	116	res-all		11	11									lpur	amul	circ											0	0
Scintillating	100	1	1	34		25				10	116	res-all		15	15									lpur	amul	circ											0	0
Prismatic	100	1	1	42		31				8	116	res-all		20	20									lpur	amul	circ											0	0
Chromatic	100	1	1	55		41				6	116	res-all		30	30									lpur	amul	circ											0	0
Shimmering	100	1	1	45		37				6	116	res-all		8	8									lpur	ring												0	0
Rainbow	100	1	1	56		48				4	116	res-all		12	12									lpur	ring												0	0
Scintillating	100	1	1	67		59				4	116	res-all		17	17									lpur	ring												0	0
Shimmering	100	1	1	16		12				2	116	res-all		10	10									lpur	jewl												0	0
Scintillating	100	1	1	34		26				2	116	res-all		15	15									lpur	jewl												0	0
w39x	100	1	1	67		59				2	116	res-all		15	25	res-mag		15	25	res-all-max		8	15		weap	amul	ring	shld	armo								0	0
Rugged	100	1	1	1		1				8	109	stam		24	24										lcha												0	0
Rugged	100	1	1	7		5				8	109	stam		36	36										lcha												0	0
Rugged	100	1	1	21		15				8	109	stam		50	50										lcha												0	0
Rugged	100	1	1	1		1				8	109	stam		16	16										mcha												0	0
Rugged	100	1	1	7		5				8	109	stam		25	25										mcha												0	0
Rugged	100	1	1	21		15				8	109	stam		32	32										mcha												0	0
Rugged	100	1	1	1		1				8	109	stam		8	8										scha												0	0
Rugged	100	1	1	21		15				8	109	stam		16	16										scha												0	0
Rugged	100	1	1	1	33	1				8	109	stam		10	10										circ	glov	amul	ring									0	0
Rugged	100	1	1	21	66	20				8	109	stam		20	20										circ	glov	amul	ring									0	0
Rugged	100	1	1	41		40				8	109	stam		30	30										circ	glov	amul	ring									0	0
Rugged	100	1	1	58		50				8	109	stam		40	40										ring	amul	circ										0	0
Vigorous	100	1	1	16		12				8	109	stam		35	35										boot	belt											0	0
Vigorous	100	1	1	32		28				8	109	stam		50	50										boot	belt											0	0
Vigorous	100	1	1	60		57				8	109	stam		70	70										boot	belt											0	0
Chestnut	100	1	1	1	40	1				8	109	stam		15	15										jewl												0	0
Maroon	100	1	1	17	60	12				8	109	stam		25	25										jewl												0	0
Maroon	100	1	1	35		30				8	109	stam		35	35										jewl												0	0
w48x	100	1	1	72		61				8	109	hp		120	200	mana		60	80	hp%		10	20		weap	amul	ring	shld	armo								0	0
Tireless	100	1	1	6		4				8	108	regen-stam		25	25										boot												0	0
Tireless	100	1	1	25		20				8	108	regen-stam		50	50										boot												0	0
Brown	100	1	1	39		31				8	108	regen-stam		15	15										jewl												0	0
Lizard's	100	1	1	1	20	1				8	115	mana		7	7										lcha												0	0
Lizard's	100	1	1	7	35	5				8	115	mana		13	13										lcha												0	0
Lizard's	100	1	1	13	45	9				8	115	mana		20	20										lcha												0	0
Snake's	100	1	1	19	60	14				8	115	mana		26	26										lcha												0	0
Snake's	100	1	1	25		18				8	115	mana		33	33										lcha												0	0
Snake's	100	1	1	31		23				8	115	mana		39	39										lcha												0	0
Serpent's	100	1	1	37		29				8	115	mana		46	46										lcha												0	0
Serpent's	100	1	1	43		35				6	115	mana		52	52										lcha												0	0
Serpent's	100	1	1	49		41				4	115	mana		59	59										lcha												0	0
Lizard's	100	1	1	1	25	1				8	115	mana		4	4										mcha												0	0
Lizard's	100	1	1	9	35	6				8	115	mana		7	7										mcha												0	0
Lizard's	100	1	1	17	50	12				8	115	mana		12	12										mcha												0	0
Snake's	100	1	1	25	75	18				8	115	mana		18	18										mcha												0	0
Snake's	100	1	1	33		25				8	115	mana		23	23										mcha												0	0
Serpent's	100	1	1	41		33				6	115	mana		29	29										mcha												0	0
Serpent's	100	1	1	49		41				4	115	mana		34	34										mcha												0	0
Lizard's	100	1	1	16	25	12				8	115	mana		2	2										scha												0	0
Lizard's	100	1	1	16	50	12				8	115	mana		7	7										scha												0	0
Snake's	100	1	1	32		24				8	115	mana		12	12										scha												0	0
Serpent's	100	1	1	48		40				8	115	mana		17	17										scha												0	0
Lizard's	100	1	1	3	40	2				8	115	mana		5	5										armo	ring	amul	rod	orb								0	0
Snake's	100	1	1	6	60	4				8	115	mana		10	10										shld	rod	belt	ring	amul	circ							0	0
Serpent's	100	1	1	14		10				6	115	mana		20	20										shld	rod	belt	ring	amul	circ							0	0
Serpent's	100	1	1	37		27				4	115	mana		20	20										tors	boot	glov	weap	orb			rod					0	0
Drake's	100	1	1	20	40	15				4	115	mana		30	30									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	100	1	1	24	60	18				4	115	mana		40	40									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	100	1	1	52		39				4	115	mana		40	40									cblu	tors	boot	glov										0	0
Wyrm's	100	1	1	30		22				4	115	mana		60	60									cblu	rod	ring	amul	orb	circ								0	0
Great Wyrm's	100	1	1	37		29				4	115	mana		90	90									cblu	rod	ring	amul	orb	circ								0	0
Bahamut's	100	1	1	45		37				4	115	mana		120	120									cblu	rod	ring	amul	orb	circ								0	0
Zircon	100	1	1	3	40	2				4	115	mana		10	10									cblu	jewl												0	0
Jacinth	100	1	1	17	70	12				4	115	mana		15	15									cblu	jewl												0	0
Turquoise	100	1	1	29		21				4	115	mana		20	20									cblu	jewl												0	0
Mnemonic	100	1	1	25		18				2	115	mana/lvl	6											cblu	helm												0	0
w51x	100	1	1	72		65				2	115	all-stats		20	35	hp%		15	25	mana%		15	25		weap	amul	ring	shld	armo								0	0
Triumphant	100	1	1	3	20	2				8	121	mana-kill		1	1										amul	ring	circ										0	0
Victorious	100	1	1	17		12				8	121	mana-kill		5	5										weap												0	0
Aureolin	100	1	1	22		16				8	121	mana-kill		3	3										jewl												0	0
Vulpine	100	1	1	9		6				6	107	dmg-to-mana		12	12									cblu	shld	amul	orb	staf									0	0
Dun	100	1	1	7		5				6	107	dmg-to-mana		12	12										jewl												0	0
Glimmering	100	1	1	1	15	1				2	112	light		1	1										armo	wand	staf	ring	amul	orb							0	0
Glowing	100	1	1	6	25	4				2	112	light		2	2									lyel	armo	wand	staf	ring	amul	orb							0	0
Bright	100	1	1	1		1				1	112	light		1	1	att		10	10						jewl												0	0
Lucky	100	1	1	21						8	114	mag%		4	4										lcha												0	0
Lucky	100	1	1	38						8	114	mag%		7	7										lcha												0	0
Lucky	100	1	1	55						8	114	mag%		12	12										lcha												0	0
Lucky	100	1	1	34						8	114	mag%		1	1										mcha												0	0
Lucky	100	1	1	53						8	114	mag%		3	3										mcha												0	0
Lucky	100	1	1	51						8	114	mag%		6	6										mcha												0	0
Felicitous	100	1	1	5		3				8	114	mag%		10	10										ring	amul	circ										0	0
Fortuitous	100	1	1	12		8				8	114	mag%		15	15										ring	amul	circ										0	0
Emerald	100	1	1	16		12				8	114	mag%		7	7									dgrn	jewl												0	0
w63x	100	1	1	65		52				8	114	mag%		30	50	gold%		40	65	cheap		2	5		weap	amul	ring	shld	armo								0	0
Mechanist's	100	1	1	10		7				6	122	sock		2	2										weap	shld	helm	tors	circ			thro					0	0
Artificer's	100	1	1	33		25				4	122	sock	3												weap	shld	helm	tors				thro					0	0
Jeweler's	100	1	1	55		47				2	122	sock	4			dz_w		1	2						weap	shld	helm	tors	circ			thro					0	0
Compact	100	1	1	1		1				12	141	stack		40	40										thro												0	0
Thin	100	1	1	17		12				10	141	stack		80	80										thro												0	0
Dense	100	1	1	38		30				8	141	stack		120	120										thro												0	0
Devious	100	1	1	7	30	5				10	102	red-mag		1	1										shld	circ	orb	wand	staf								0	0
Blank	100	1	1	14	50	10				8	102	red-mag		3	3										shld	circ	orb	wand	staf								0	0
Null	100	1	1	21		16				8	102	red-mag		5	5									dblu	shld	circ	orb	wand	staf								0	0
Antimagic	100	1	1	28		21				8	102	red-mag		10	10									dblu	shld	circ	orb	wand	staf								0	0
Devious	100	1	1	25	50	22				10	102	res-mag		5	5										shld	tors	orb	wand	staf								0	0
Blank	100	1	1	47	75	42				8	102	res-mag		10	10										shld	tors	orb	wand	staf								0	0
Null	100	1	1	69		61				8	102	res-mag		15	15									dblu	shld	tors	orb	wand	staf								0	0
Antimagic	100	1	1	86		80				8	102	res-mag		20	20									dblu	shld	tors	orb	wand	staf								0	0
Screaming	100	1	1	10	25	7				6	113	howl		32	32									oran	weap							miss	swor	axe			0	0
Howling	100	1	1	16	50	12				6	113	howl		64	64									oran	weap							miss	swor	axe			0	0
Wailing	100	1	1	20		13				6	113	howl		128	128									oran	weap							miss	swor	axe			0	0
Screaming	100	1	1	10	25	7				8	113	howl		32	32									oran	miss												0	0
Howling	100	1	1	16	50	12				8	113	howl		64	64									oran	miss												0	0
Wailing	100	1	1	24		18				8	113	howl		128	128									oran	miss												0	0
Impacting1	100	1	1	18	49	15				4	202	crush		10	10										glov												0	0
Fracturing1	100	1	1	45		40				4	202	crush		15	15										glov												0	0
Crushing1	100	1	1	70		63				4	202	crush		20	20										glov												0	0
deadly1	100	1	1	18	49	15				4	202	deadly		10	10										glov												0	0
lethal1	100	1	1	45		40				4	202	deadly		15	15										glov												0	0
fatal1	100	1	1	70		63				4	202	deadly		20	20										glov												0	0
w15x	100	1	1	75		69				4	202	crush		15	25	openwounds		15	25	deadly		15	25		weap	amul	ring	shld	armo								0	0
Elemental1	100	1	1	49		44				8	203	dmg-elem	75	50	50										weap												0	0
Elemental1	100	1	1	68		63				4	203	dmg-elem	100	125	125										weap												0	0
Elemental1	100	1	1	80		77				4	203	dmg-elem	125	200	200										weap												0	0
w21x	100	1	1	80		77				4	203	dmg-elem		65	100	dmg-mag		65	100						weap	amul	ring	shld	armo								0	0
Loremaster's1	100	1	1	19		14				20	204	addxp		1	1										weap	armo	shld	amul	ring								0	0
Loremaster's1	100	1	1	33		27				16	204	addxp		2	2										weap	armo	shld	amul	ring								0	0
Sage's2	100	1	1	51		46				12	204	addxp		3	3										weap	armo	shld	amul	ring								0	0
Sage's2	100	1	1	74		68				8	204	addxp		4	4										ring	amul	circ										0	0
Master Sage's1	100	1	1	87		81				4	204	addxp		5	5										amul												0	0
w54x	100	1	1	87		81				4	204	abs-fire%		10	20	abs-cold%		10	20	abs-ltng%		10	20		weap	amul	ring	shld	armo								0	0
Deadly	100	1	1	4		7				4	205	kick		1	1										boot												0	0
Deadly	100	1	1	15		11				4	205	kick		2	2										boot												0	0
Brutal	100	1	1	28		20				4	205	kick		4	4										boot												0	0
Brutal	100	1	1	39		32				4	205	kick		6	6										boot												0	0
Savage	100	1	1	51		43				4	205	kick		8	8										boot												0	0
Savage	100	1	1	64		52				4	205	kick		10	10										boot												0	0
w03x	100	1	1	75		66				4	205	dmg%		25	40	swing2		15	25	move2		15	25		weap	amul	ring	shld	armo								0	0
Bronze-Wrought	100	1	1	7		1				4	206	dmg%		15	15	dur		5	5					lgry	weap							orb	wand				0	0
Iron-Wrought	100	1	1	15		4				4	206	dmg%		25	25	dur		10	10					lgry	weap							orb	wand				0	0
Steel-Wrought	100	1	1	26		9				4	206	dmg%		35	35	dur		15	15					lgry	weap							orb	wand				0	0
Silver-Wrought	100	1	1	35		18				4	206	dmg%		45	45	dur		20	20					lgry	weap							orb	wand				0	0
Platimum-Wrought	100	1	1	47		30				4	206	dmg%		55	55	dur		30	30					lgry	weap							orb	wand				0	0
Titanium-Wrought	100	1	1	61		45				4	206	dmg%		65	65	dur		45	45					lgry	weap							orb	wand				0	0
Mithril-Wrought	100	1	1	73		55				4	206	dmg%		80	80	dur		59	59					lgry	weap							orb	wand				0	0
Adamantine-Wrought	100	1	1	87		65				4	206	dmg%		100	100	dur		75	75					lgry	weap							orb	wand				0	0
Bronze-Wrought	100	1	1	7		1				4	206	ac%		5	5	dur		5	5					lgry	weap							orb	wand				0	0
Iron-Wrought	100	1	1	15		4				4	206	ac%		9	9	dur		10	10					lgry	armo	shld											0	0
Steel-Wrought	100	1	1	26		9				4	206	ac%		15	15	dur		15	15					lgry	armo	shld											0	0
Silver-Wrought	100	1	1	35		18				4	206	ac%		20	20	dur		20	20					lgry	armo	shld											0	0
Platimum-Wrought	100	1	1	47		30				4	206	ac%		30	30	dur		30	30					lgry	armo	shld											0	0
Titanium-Wrought	100	1	1	61		45				4	206	ac%		40	40	dur		45	45					lgry	armo	shld											0	0
Mithril-Wrought	100	1	1	73		55				4	206	ac%		50	50	dur		59	59					lgry	armo	shld											0	0
Adamantine-Wrought	100	1	1	87		65				4	206	ac%		75	75	dur		75	75					lgry	armo	shld											0	0
w09x	100	1	1	87		75				4	206	ar%		15	25	ignore-ac				deadly		15	25		weap	amul	ring	shld	armo								0	0
Aureole	100	1	1	10		6				2	207	aura	98	3	3									lgry	tors												0	0
Aureole	100	1	1	10		6				2	207	aura	99	3	3									cblu	tors												0	0
Aureole	100	1	1	18		12				2	207	aura	102	3	3									dred	tors												0	0
Aureole	100	1	1	18		12				2	207	aura	103	3	3									dgry	tors												0	0
Aureole	100	1	1	18		12				2	207	aura	104	3	3									lblu	tors												0	0
Aureole	100	1	1	18		12				2	207	aura	108	3	3									lred	tors												0	0
Aureole	100	1	1	29		18				2	207	aura	109	3	3									whit	tors												0	0
Aureole	100	1	1	31		20				2	207	aura	113	3	3									dblu	tors												0	0
Aureole	100	1	1	35		24				2	207	aura	114	3	3									oran	tors												0	0
Aureole	100	1	1	37		25				2	207	aura	115	3	3									dyel	tors												0	0
Aureole	100	1	1	41		30				2	207	aura	119	3	3									dgld	tors												0	0
Aureole	100	1	1	46		34				2	207	aura	120	3	3									lyel	tors												0	0
Aureole	100	1	1	53		40				2	207	aura	122	3	3									lgrn	tors												0	0
Aureole	100	1	1	57		45				2	207	aura	123	3	3									blac	tors												0	0
Aureole	100	1	1	62		48				2	207	aura	125	3	3									cred	tors												0	0
Aureole	100	1	1	82		78				1	207	randclassskill_w		0	6	allskills		1	1	oskill-rand_w	10	416	436		weap	amul	ring	shld	armo								0	0
Pyromaniac's2	100	1	1	33		33				2	209	pierce-fire		5	5									cred	wand	orb	staf	helm									0	0
Pyromaniac's2	100	1	1	55		55				2	209	pierce-fire		9	9									cred	wand	orb	staf	helm									0	0
Pyromaniac's2	100	1	1	77		77				2	209	pierce-fire		12	12									cred	wand	orb	staf										0	0
Frost Wyrm's2	100	1	1	33		33				2	209	pierce-cold		5	5									cblu	wand	orb	staf	helm									0	0
Frost Wyrm's2	100	1	1	55		55				2	209	pierce-cold		9	9									cblu	wand	orb	staf	helm									0	0
Frost Wyrm's2	100	1	1	77		77				2	209	pierce-cold		12	12									cblu	wand	orb	staf										0	0
Zeus's2	100	1	1	33		33				2	209	pierce-ltng		5	5									lyel	wand	orb	staf	helm									0	0
Zeus's2	100	1	1	55		55				2	209	pierce-ltng		9	9									lyel	wand	orb	staf	helm									0	0
Zeus's2	100	1	1	77		77				2	209	pierce-ltng		12	12									lyel	wand	orb	staf										0	0
Manticore's2	100	1	1	33		33				2	209	pierce-pois		5	5									dgrn	wand	staf	helm										0	0
Manticore's2	100	1	1	55		55				2	209	pierce-pois		9	9									dgrn	wand	staf	helm										0	0
Manticore's2	100	1	1	77		77				2	209	pierce-pois		12	12									dgrn	wand	staf											0	0
Pyromaniac's2	100	1	1	33		33				2	209	extra-fire		5	5									dred	wand	orb	staf	helm									0	0
Pyromaniac's2	100	1	1	55		55				2	209	extra-fire		9	9									dred	wand	orb	staf	helm									0	0
Pyromaniac's2	100	1	1	77		77				2	209	extra-fire		12	12									dred	wand	orb	staf										0	0
Frost Wyrm's2	100	1	1	33		33				2	209	extra-cold		5	5									dblu	wand	orb	staf	helm									0	0
Frost Wyrm's2	100	1	1	55		55				2	209	extra-cold		9	9									dblu	wand	orb	staf	helm									0	0
Frost Wyrm's2	100	1	1	77		77				2	209	extra-cold		12	12									dblu	wand	orb	staf										0	0
Zeus's2	100	1	1	33		33				2	209	extra-ltng		5	5									dyel	wand	orb	staf	helm									0	0
Zeus's2	100	1	1	55		55				2	209	extra-ltng		9	9									dyel	wand	orb	staf	helm									0	0
Zeus's2	100	1	1	77		77				2	209	extra-ltng		12	12									dyel	wand	orb	staf										0	0
Manticore's2	100	1	1	33		33				2	209	extra-pois		5	5									dgrn	wand	staf	helm										0	0
Manticore's2	100	1	1	55		55				2	209	extra-pois		9	9									dgrn	wand	staf	helm										0	0
Manticore's2	100	1	1	77		77				2	209	extra-pois		12	12									dgrn	wand	staf											0	0
w69x	100	1	1	77		77				2	209	pierce-ltng		10	20	extra-ltng		15	25	cast2		15	25		weap	amul	ring	shld	armo								0	0
Charged1	100	1	1	1	12	1		ama	1	1	44	charged	6	300	1										miss	abow	glov										0	0
Charged1	100	1	1	8	25	10		ama	1	1	44	charged	6	300	10										miss	abow	glov										0	0
Charged1	100	1	1	1	18	1		ama	1	1	44	charged	7	300	1										miss	abow	glov										0	0
Charged1	100	1	1	12	30	12		ama	1	1	44	charged	7	300	11										miss	abow	glov										0	0
Charged1	100	1	1	1	18	1		ama	1	1	44	charged	8	33	1										amul	amaz	circ	glov									0	0
Charged1	100	1	1	30		35		ama	1	1	44	charged	8	33	11										glov	amul	amaz	circ									0	0
Charged1	100	1	1	6	24	6		ama	6	1	44	charged	10	300	1										spea	aspe	glov										0	0
Charged1	100	1	1	18	32	20		ama	6	1	44	charged	10	300	12										glov	spea	aspe										0	0
Charged1	100	1	1	6	24	6		ama	6	1	44	charged	11	300	1										miss	abow	glov										0	0
Charged1	100	1	1	14	33	16		ama	6	1	44	charged	11	300	9										glov	miss	abow										0	0
Charged1	100	1	1	10	24	10		ama	6	1	44	charged	12	300	5										miss	abow	glov										0	0
Charged1	100	1	1	40		45		ama	6	1	44	charged	12	300	25										glov	miss	abow										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	14	300	1										spea	aspe	glov										0	0
Charged1	100	1	1	24	40	25		ama	12	1	44	charged	14	300	13										glov	spea	aspe										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	15	300	1										amul	circ	glov										0	0
Charged1	100	1	1	25	41	27		ama	12	1	44	charged	15	300	15										glov	circ	amul										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	16	300	1										miss	abow	glov										0	0
Charged1	100	1	1	30	50	30		ama	12	1	44	charged	16	300	17										glov	miss	abow										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	17	35	1										amaz	glov	amul										0	0
Charged1	100	1	1	50		55		ama	12	1	44	charged	17	35	15										glov	amul	amaz										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	19	300	1										spea	aspe	glov										0	0
Charged1	100	1	1	29	48	29		ama	12	1	44	charged	19	300	17										glov	spea	aspe										0	0
Charged1	100	1	1	12	30	12		ama	12	1	44	charged	20	300	1										amul	circ	glov										0	0
Charged1	100	1	1	24	40	24		ama	12	1	44	charged	20	300	12										glov	amul	circ										0	0
Charged1	100	1	1	18	36	18		ama	18	1	44	charged	21	300	1										miss	abow	glov										0	0
Charged1	100	1	1	38	70	40		ama	18	1	44	charged	21	300	20										glov	miss	abow										0	0
Charged1	100	1	1	18	36	18		ama	18	1	44	charged	22	300	1										miss	abow	glov										0	0
Charged1	100	1	1	50		55		ama	18	1	44	charged	22	300	23										glov	miss	abow										0	0
Charged1	100	1	1	18	36	18		ama	18	1	44	charged	24	300	1										spea	aspe	glov										0	0
Charged1	100	1	1	50		50		ama	18	1	44	charged	24	300	20										glov	spea	aspe										0	0
Charged1	100	1	1	18	36	18		ama	18	1	44	charged	25	300	1										amul	circ	glov										0	0
Charged1	100	1	1	38	68	65		ama	18	1	44	charged	25	300	19										glov	amul	circ										0	0
Charged1	100	1	1	24	42	25		ama	24	1	44	charged	27	300	2										miss	abow	glov										0	0
Charged1	100	1	1	70		75		ama	24	1	44	charged	27	300	21										glov	miss	abow										0	0
Charged1	100	1	1	24	42	25		ama	24	1	44	charged	30	300	2										spea	aspe	glov										0	0
Charged1	100	1	1	70		75		ama	24	1	44	charged	30	300	17										glov	spea	aspe										0	0
Charged1	100	1	1	30	48	33		ama	30	1	44	charged	31	300	3										miss	abow	glov										0	0
Charged1	100	1	1	80		85		ama	30	1	44	charged	31	300	22										glov	miss	abow										0	0
Charged1	100	1	1	30	48	33		ama	30	1	44	charged	34	300	3										spea	aspe	glov										0	0
Charged1	100	1	1	80		85		ama	30	1	44	charged	34	300	15										glov	spea	aspe										0	0
Charged1	100	1	1	30	48	33		ama	30	1	44	charged	35	300	3										amul	circ	glov										0	0
Charged1	100	1	1	80		85		ama	30	1	44	charged	35	300	15										glov	amul	circ										0	0
Charged1	100	1	1	1	18	1		sor	1	1	44	charged	36	300	1										weap	ring	circ										0	0
Charged1	100	1	1	11	30	12		sor	1	1	44	charged	36	300	10										weap	ring	circ										0	0
Charged1	100	1	1	1	18	1		sor	1	1	44	charged	38	300	1										weap	ring	circ										0	0
Charged1	100	1	1	12	30	13		sor	1	1	44	charged	38	300	11										weap	ring	circ										0	0
Charged1	100	1	1	1	18	1		sor	1	1	44	charged	39	300	1										weap	ring	circ										0	0
Charged1	100	1	1	10	30	9		sor	1	1	44	charged	39	300	9										weap	ring	circ										0	0
Charged1	100	1	1	1	18	1		sor	1	1	44	charged	40	25	1										orb	tors											0	0
Charged1	100	1	1	30		35		sor	1	1	44	charged	40	25	10										orb	tors											0	0
Charged1	100	1	1	6	24	6		sor	6	1	44	charged	42	50	1										weap	ring	circ										0	0
Charged1	100	1	1	40		45		sor	6	1	44	charged	42	50	17										weap	ring	circ										0	0
Charged1	100	1	1	6	24	6		sor	6	1	44	charged	43	50	1										weap	ring	circ										0	0
Charged1	100	1	1	26	70	26		sor	6	1	44	charged	43	50	20										weap	ring	circ										0	0
Charged1	100	1	1	6	24	6		sor	6	1	44	charged	44	300	1										weap	amul	circ										0	0
Charged1	100	1	1	12	40	15		sor	6	1	44	charged	44	300	10										weap	amul	circ										0	0
Charged1	100	1	1	6	24	6		sor	6	1	44	charged	45	300	1										weap	ring	circ										0	0
Charged1	100	1	1	15	35	15		sor	6	1	44	charged	45	300	9										weap	ring	circ										0	0
Charged1	100	1	1	12	30	12		sor	12	1	44	charged	46	75	1										staf	orb	boots										0	0
Charged1	100	1	1	24	42	24		sor	12	1	44	charged	46	75	12										boot	staf	orb										0	0
Charged1	100	1	1	12	30	12		sor	12	1	44	charged	47	300	1										weap												0	0
Charged1	100	1	1	24	60	30		sor	12	1	44	charged	47	300	18										weap												0	0
Charged1	100	1	1	12	30	12		sor	12	1	44	charged	48	300	1										weap	shld											0	0
Charged1	100	1	1	24	58	30		sor	12	1	44	charged	48	300	15										weap	shld											0	0
Charged1	100	1	1	12	30	12		sor	12	1	44	charged	49	300	1										weap												0	0
Charged1	100	1	1	24	40	24		sor	12	1	44	charged	49	300	12										weap												0	0
Charged1	100	1	1	12	30	12		sor	12	1	44	charged	50	45	1										weap	tors											0	0
Charged1	100	1	1	50		55		sor	12	1	44	charged	50	45	16										weap	tors											0	0
Charged1	100	1	1	18	36	18		sor	18	1	44	charged	51	100	1										weap												0	0
Charged1	100	1	1	54		65		sor	18	1	44	charged	51	100	25										weap												0	0
Charged1	100	1	1	18	36	18		sor	18	1	44	charged	52	15	1										weap												0	0
Charged1	100	1	1	60		65		sor	18	1	44	charged	52	25	25										weap												0	0
Charged1	100	1	1	18	36	18		sor	18	1	44	charged	53	300	1										weap												0	0
Charged1	100	1	1	35	75	35		sor	18	1	44	charged	53	300	22										weap												0	0
Charged1	100	1	1	18	36	18		sor	18	1	44	charged	54	300	1										weap	amul											0	0
Charged1	100	1	1	60		65		sor	18	1	44	charged	54	300	1										amul	weap											0	0
Charged1	100	1	1	18	36	18		sor	18	1	44	charged	55	300	1										weap												0	0
Charged1	100	1	1	40	70	40		sor	18	1	44	charged	55	300	19										weap												0	0
Charged1	100	1	1	24	42	25		sor	24	1	44	charged	56	300	2										weap												0	0
Charged1	100	1	1	62		65		sor	24	1	44	charged	56	300	22										weap												0	0
Charged1	100	1	1	24	42	25		sor	24	1	44	charged	57	25	2										weap												0	0
Charged1	100	1	1	55		55		sor	24	1	44	charged	57	25	15										weap												0	0
Charged1	100	1	1	24	42	25		sor	24	1	44	charged	58	15	2										weap	helm											0	0
Charged1	100	1	1	40		42		sor	24	1	44	charged	58	15	10										helm	weap											0	0
Charged1	100	1	1	24	42	25		sor	24	1	44	charged	59	200	2										weap												0	0
Charged1	100	1	1	57		60		sor	24	1	44	charged	59	200	17										weap												0	0
Charged1	100	1	1	24	42	25		sor	24	1	44	charged	60	35	2										weap	tors											0	0
Charged1	100	1	1	70		75		sor	24	1	44	charged	60	35	15										tors	weap											0	0
Charged1	100	1	1	30	48	33		sor	30	1	44	charged	62	250	3										weap												0	0
Charged1	100	1	1	80		85		sor	30	1	44	charged	62	250	25										weap												0	0
Charged1	100	1	1	30	48	33		sor	30	1	44	charged	64	300	3										weap												0	0
Charged1	100	1	1	80		85		sor	30	1	44	charged	64	300	25										weap												0	0
Charged1	100	1	1	1	18	1		nec	1	1	44	charged	66	75	1										weap	head											0	0
Charged1	100	1	1	15		20		nec	1	1	44	charged	66	75	15										weap	head											0	0
Charged1	100	1	1	1	18	1		nec	1	1	44	charged	67	300	1										weap	head											0	0
Charged1	100	1	1	11	27	12		nec	1	1	44	charged	67	300	10										weap	head											0	0
Charged1	100	1	1	1	18	1		nec	1	1	44	charged	68	30	1										weap	tors	head										0	0
Charged1	100	1	1	30		35		nec	1	1	44	charged	68	30	15										tors	weap	head										0	0
Charged1	100	1	1	1	18	1		nec	1	1	44	charged	70	25	1										weap	amul	head	circ									0	0
Charged1	100	1	1	26		26		nec	1	1	44	charged	70	25	10										amul	circ	weap	head									0	0
Charged1	100	1	1	6	24	6		nec	6	1	44	charged	71	25	1										ring	circ	head	weap									0	0
Charged1	100	1	1	18		20		nec	6	1	44	charged	71	25	12										ring	circ	head	weap									0	0
Charged1	100	1	1	6	24	6		nec	6	1	44	charged	72	25	1										weap	glov	head										0	0
Charged1	100	1	1	24		24		nec	6	1	44	charged	72	25	18										glov	weap	head										0	0
Charged1	100	1	1	6	24	6		nec	6	1	44	charged	73	20	1										weap	head	glov	ring	circ								0	0
Charged1	100	1	1	21		24		nec	6	1	44	charged	73	20	18										glov	ring	circ	weap	head								0	0
Charged1	100	1	1	6	24	6		nec	6	1	44	charged	74	150	1										weap	head											0	0
Charged1	100	1	1	40		45		nec	6	1	44	charged	74	150	15										weap	head											0	0
Charged1	100	1	1	6	24	6		nec	6	1	44	charged	75	20	1										amul	circ	head	weap									0	0
Charged1	100	1	1	18	38	20		nec	6	1	44	charged	75	20	12										amul	circ	head	weap									0	0
Charged1	100	1	1	12	30	12		nec	12	1	44	charged	76	75	1										shld	weap	head										0	0
Charged1	100	1	1	24		24		nec	12	1	44	charged	76	75	10										shld	weap	head										0	0
Charged1	100	1	1	12	30	12		nec	12	1	44	charged	77	65	1										shld	weap	head										0	0
Charged1	100	1	1	24		24		nec	12	1	44	charged	77	65	12										shld	weap	head										0	0
